,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
108,Copper Creek Lake Park,Park,4.7,575.0,"Park, Tourist attraction","Copper Creek Lake Park, 4390 E University Ave, Pleasant Hill, IA 50327",Des-moines,USA,IA,,Nature,2702.5,4.57,Des-moines
109,Robert D. Ray Asian Garden,Garden,4.5,570.0,"Garden, Tourist attraction","Robert D. Ray Asian Garden, Robert D. Ray Dr, Des Moines, IA 50309",Des-moines,USA,IA,,Nature,2565.0,4.57,Des-moines
110,Birdland Park,Park,4.4,543.0,"Park, Tourist attraction","Birdland Park, 2100 Saylor Rd, Des Moines, IA 50313",Des-moines,USA,IA,,Nature,2389.2000000000003,4.57,Des-moines
111,MacRae Park,Park,4.4,526.0,"Park, Tourist attraction","MacRae Park, 1021 Davis Ave, Des Moines, IA 50315",Des-moines,USA,IA,,Nature,2314.4,4.57,Des-moines
112,Fort Des Moines Park,Park,4.6,504.0,"Park, Tourist attraction","Fort Des Moines Park, 7200 SE 5th St, Des Moines, IA 50315",Des-moines,USA,IA,,Nature,2318.3999999999996,4.57,Des-moines
113,Brown's Woods,Park,4.7,468.0,"Park, Tourist attraction","Brown's Woods, 465 Brown's Woods Dr, West Des Moines, IA 50265",Des-moines,USA,IA,,Nature,2199.6,4.57,Des-moines
114,Salisbury House & Gardens,Museum,4.7,443.0,"Museum, Event venue, Tourist attraction","Salisbury House & Gardens, 4025 Tonawanda Dr, Des Moines, IA 50312",Des-moines,USA,IA,,Cultural,2082.1,4.75,Des-moines
115,Sargent Park,Park,4.3,169.0,"Park, Tourist attraction","Sargent Park, 3530 E Douglas Ave, Des Moines, IA 50317",Des-moines,USA,IA,,Nature,726.6999999999999,4.57,Des-moines
116,Terrace Hill Historic Site,Historical landmark,4.8,119.0,"Historical landmark, Tourist attraction","Terrace Hill Historic Site, 2300 Grand Ave, Des Moines, IA 50312",Des-moines,USA,IA,,Cultural,571.1999999999999,4.75,Des-moines
117,Jordan House,Museum,4.6,94.0,"Museum, Tourist attraction","Jordan House, 2001 Fuller Rd, West Des Moines, IA 50265",Des-moines,USA,IA,,Cultural,432.4,4.75,Des-moines
118,Clare and Miles Mills Rose Garden,Park,4.6,73.0,"Park, Tourist attraction","Clare and Miles Mills Rose Garden, 4500 Grand Ave, Des Moines, IA 50312",Des-moines,USA,IA,,Nature,335.79999999999995,4.57,Des-moines
119,Sleepy Hollow Sports Park,Park,4.3,506.0,"Park, Event venue, Haunted house, Recreation center, Tourist attraction","Sleepy Hollow Sports Park, 4051 Dean Ave, Des Moines, IA 50317",Des-moines,USA,IA,,Nature,2175.7999999999997,4.57,Des-moines
120,South Des Moines Sculpture Park,Museum,4.3,94.0,"Museum, Tourist attraction","South Des Moines Sculpture Park, 768-798 McKinley Ave, Des Moines, IA 50315",Des-moines,USA,IA,,Cultural,404.2,4.75,Des-moines
121,Urban Air Trampoline and Adventure Park,Amusement park,4.4,675.0,Amusement park,"Urban Air Trampoline and Adventure Park, 5758 Hamlin Groves Tr, Winter Garden, FL 34787",Orlando,USA,FL,,Entertainment,2970.0000000000005,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
122,Magic Kingdom Park,Theme park,4.6,221929.0,"Theme park, Tourist attraction","Magic Kingdom Park, Bay Lake, FL 32836",Orlando,USA,FL,,Entertainment,1020873.3999999999,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
123,Universal Orlando Resort,Theme park,4.7,178775.0,"Theme park, Amusement park, Tourist attraction","Universal Orlando Resort, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,840242.5,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
124,Epcot,Theme park,4.7,141956.0,"Theme park, Amusement park, Tourist attraction","Epcot, Bay Lake, FL",Orlando,USA,FL,,Entertainment,667193.2000000001,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
125,Universal Studios Florida,Theme park,4.7,137778.0,"Theme park, Tourist attraction","Universal Studios Florida, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,647556.6,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
126,Disney's Animal Kingdom Theme Park,Theme park,4.7,126291.0,"Theme park, Amusement park, Tourist attraction","Disney's Animal Kingdom Theme Park, Bay Lake, FL 34747",Orlando,USA,FL,,Entertainment,593567.7000000001,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
127,SeaWorld Orlando,Theme park,4.4,99749.0,"Theme park, Amusement park, Tourist attraction","SeaWorld Orlando, 7007 Sea World Dr, Orlando, FL 32821",Orlando,USA,FL,,Entertainment,438895.60000000003,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
128,Universal Islands of Adventure,Theme park,4.7,94564.0,"Theme park, Tourist attraction","Universal Islands of Adventure, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,444450.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
129,ICON Park,Tourist attraction,4.6,44312.0,Tourist attraction,"ICON Park, 8375 International Dr, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,203835.19999999998,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
130,Aquatica Orlando,Water park,4.4,29384.0,"Water park, Tourist attraction","Aquatica Orlando, 5800 Water Play Way, Orlando, FL 32821",Orlando,USA,FL,,Entertainment,129289.6,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
131,Universal Volcano Bay,Water park,4.5,26860.0,"Water park, Theme park, Tourist attraction","Universal Volcano Bay, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,120870.0,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
132,Gatorland,Amusement park,4.6,22329.0,"Amusement park, Animal park, Theme park, Tourist attraction, Water park, Wildlife park, Zoo","Gatorland, 14501 S Orange Blossom Trl, Orlando, FL 32837",Orlando,USA,FL,,Entertainment,102713.4,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
133,Lake Eola Park,Park,4.7,22027.0,"Park, Tourist attraction","Lake Eola Park, 512 E Washington St, Orlando, FL 32801",Orlando,USA,FL,,Nature,103526.90000000001,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
134,The Wizarding World of Harry Potter - Diagon Alley,Theme park,4.8,16811.0,"Theme park, Tourist attraction","The Wizarding World of Harry Potter - Diagon Alley, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,80692.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
135,Fun Spot America,Amusement park,4.5,15383.0,"Amusement park, Go-kart track, Roller coaster, Theme park, Tourist attraction, Video arcade","Fun Spot America, 5700 Fun Spot Way, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,69223.5,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
136,Disney's Typhoon Lagoon Water Park,Water park,4.7,12765.0,"Water park, Theme park, Tourist attraction","Disney's Typhoon Lagoon Water Park, Lake Buena Vista, FL 32830",Orlando,USA,FL,,Entertainment,59995.5,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
137,Discovery Cove,Amusement park,4.7,11714.0,"Amusement park, Tourist attraction","Discovery Cove, 6000 Discovery Cove Way, Orlando, FL 32821",Orlando,USA,FL,,Entertainment,55055.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
138,SEA LIFE Orlando Aquarium,Aquarium,4.4,11087.0,"Aquarium, Tourist attraction","SEA LIFE Orlando Aquarium, 8449 International Dr, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,48782.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
139,Ripley's Believe It or Not!,Tourist attraction,4.2,9420.0,Tourist attraction,"Ripley's Believe It or Not!, 8201 International Dr, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,39564.0,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
140,Dolphin Theater,Aquarium,4.8,8147.0,"Aquarium, Tourist attraction","Dolphin Theater, 7007 Sea World Dr, Orlando, FL 32821",Orlando,USA,FL,,Entertainment,39105.6,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
141,The Wizarding World of Harry Potter - Hogsmeade,Tourist attraction,4.8,8120.0,"Tourist attraction, Theme park","The Wizarding World of Harry Potter - Hogsmeade, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,38976.0,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
142,Madame Tussauds Orlando,Tourist attraction,4.6,7191.0,Tourist attraction,"Madame Tussauds Orlando, 8387 International Dr, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,33078.6,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
143,Titanic: The Artifact Exhibition,Museum,4.5,3955.0,"Museum, Tourist attraction","Titanic: The Artifact Exhibition, 7324 International Dr, Orlando, FL 32819",Orlando,USA,FL,,Cultural,17797.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
144,Bill Frederick Park,Park,4.6,2778.0,"Park, Tourist attraction","Bill Frederick Park, 3401 S Hiawassee Rd, Orlando, FL 32835",Orlando,USA,FL,,Nature,12778.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
145,Museum of Illusions Orlando,Museum,4.4,2168.0,"Museum, Tourist attraction","Museum of Illusions Orlando, 8375 International Drive Icon Park, FREE PARKING GARAGE: Floors 4-7, Suite #250, Orlando, FL 32819",Orlando,USA,PA,,Cultural,9539.2,4.65,"Morgantown, Orlando, Philadelphia, Pittsburgh"
146,Sea Lion and Otter Stadium,Tourist attraction,4.7,1845.0,Tourist attraction,"Sea Lion and Otter Stadium, 7007 Sea World Dr, Orlando, FL 32821",Orlando,USA,FL,,Entertainment,8671.5,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
147,Jungle Cruise,Tourist attraction,4.3,1291.0,"Tourist attraction, Amusement park ride","Jungle Cruise, 1180 Seven Seas Drive, Lake Buena Vista, FL 32830",Orlando,USA,FL,,Entertainment,5551.3,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
148,Cypress Grove Park,Park,4.7,1037.0,"Park, Event venue, Tourist attraction","Cypress Grove Park, 290 Holden Ave, Orlando, FL 32839",Orlando,USA,FL,,Nature,4873.900000000001,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
149,Orange County Regional History Center,History museum,4.7,836.0,"History museum, Historical society, Museum, Tourist attraction","Orange County Regional History Center, 65 E Central Blvd, Orlando, FL 32801",Orlando,USA,FL,,Cultural,3929.2000000000003,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
150,Harbor Park,Park,4.7,832.0,"Park, Tourist attraction","Harbor Park, 4990 New Broad St, Orlando, FL 32814",Orlando,USA,FL,,Nature,3910.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
151,Disney's Boardwalk,Tourist attraction,4.7,655.0,Tourist attraction,"Disney's Boardwalk, Friendship Launch, Disney's Boardwalk Resort, Epcot Resorts Blvd, Kissimmee, FL 34747",Orlando,USA,FL,,Entertainment,3078.5,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
152,Greenwood Urban Wetlands,Park,4.6,551.0,"Park, Tourist attraction","Greenwood Urban Wetlands, 1411 Greenwood St, Orlando, FL 32801",Orlando,USA,FL,,Nature,2534.6,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
153,Camp Jurassic,Amusement park,4.7,511.0,"Amusement park, Amusement park ride, Tourist attraction","Camp Jurassic, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,2401.7000000000003,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
154,Mennello Museum of American Art,Art museum,4.5,475.0,"Art museum, Museum, Tourist attraction","Mennello Museum of American Art, 900 E Princeton St, Orlando, FL 32803",Orlando,USA,FL,,Cultural,2137.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
155,Tank America,Theme park,4.8,373.0,"Theme park, Tourist attraction","Tank America, 6605 Muskogee St, Orlando, FL 32807",Orlando,USA,FL,,Entertainment,1790.3999999999999,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
156,Lonely Dog Immersive Experience,Tourist attraction,4.9,351.0,Tourist attraction,"Lonely Dog Immersive Experience, 4950 International Dr, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,1719.9,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
157,Loch Haven Park,Park,4.6,324.0,"Park, Tourist attraction","Loch Haven Park, 777 E Princeton St, Orlando, FL 32803",Orlando,USA,FL,,Nature,1490.3999999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
158,Universal Studios Globe,Tourist attraction,4.8,301.0,Tourist attraction,"Universal Studios Globe, 2 Plaza of the Stars, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,1444.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
159,Dolphin Nursery,Aquarium,4.7,232.0,"Aquarium, Theme park, Tourist attraction","Dolphin Nursery, SeaWorld, 7007 Sea World Dr, Orlando, FL 32821",Orlando,USA,FL,,Entertainment,1090.4,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
160,Seuss Landing,Tourist attraction,4.7,172.0,Tourist attraction,"Seuss Landing, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,808.4,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
161,The Knight Bus,Tourist attraction,4.7,128.0,Tourist attraction,"The Knight Bus, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,601.6,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
162,Sesame Street Land,Tourist attraction,4.7,123.0,Tourist attraction,"CG5P+5R Sesame Street Land, Williamsburg, FL 32821",Orlando,USA,FL,,Entertainment,578.1,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
163,Pete's Silly Sideshow,Tourist attraction,4.4,94.0,Tourist attraction,"Pete's Silly Sideshow, Orlando, FL 32836",Orlando,USA,FL,,Entertainment,413.6,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
164,Valley of Mo'ara,Tourist attraction,4.8,76.0,Tourist attraction,"Valley of Mo'ara, 2901 Osceola Pkwy, Orlando, FL 32830",Orlando,USA,FL,,Entertainment,364.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
165,The Wizarding World of Harry Potter - Knockturn Alley,Tourist attraction,4.8,73.0,"Tourist attraction, Souvenir store","The Wizarding World of Harry Potter - Knockturn Alley, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,350.4,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
166,MAX ACTION ARENA,Tourist attraction,4.4,72.0,Tourist attraction,"MAX ACTION ARENA, 8441 International Dr, Orlando, FL 32819",Orlando,USA,AR,,Entertainment,316.8,4.2,"Little-rock, Orlando"
167,Earth Illuminated,Tourist attraction,4.8,60.0,Tourist attraction,"Earth Illuminated, 9101 International Dr Suite 2300, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,288.0,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
168,IDRIVE ORLANDO (International Drive Orlando),Tourist attraction,4.6,56.0,"Tourist attraction, Dinner theater, Parking garage, Restaurant, Shopping mall, Theme park","IDRIVE ORLANDO (International Drive Orlando), 8015 International Dr #8214, Orlando, FL 32819",Orlando,USA,OR,,Entertainment,257.59999999999997,4.5,"Orlando, Portland"
169,The Wheelhouse at ICON PARK,Tourist attraction,4.6,156.0,Tourist attraction,"The Wheelhouse at ICON PARK, 8371 International Dr, Orlando, FL 32819",Orlando,USA,PA,,Entertainment,717.5999999999999,4.47,"Morgantown, Orlando, Philadelphia, Pittsburgh"
170,New England Aquarium,Aquarium,4.4,23253.0,"Aquarium, Tourist attraction","New England Aquarium, 1 Central Wharf, Boston, MA 02110",Boston,USA,MA,,Entertainment,102313.20000000001,4.45,"Boston, Dover, Worcester"
171,Museum of Science,Museum,4.7,20243.0,"Museum, Science museum, Tourist attraction","Museum of Science, Museum Of Science Driveway, Boston, MA 02114",Boston,USA,MA,,Cultural,95142.1,4.68,"Boston, Dover, Worcester"
172,"Museum of Fine Arts, Boston",Art museum,4.8,16495.0,"Art museum, Tourist attraction","Museum of Fine Arts, Boston, 465 Huntington Ave, Boston, MA 02115",Boston,USA,MA,,Cultural,79176.0,4.68,"Boston, Dover, Worcester"
173,Isabella Stewart Gardner Museum,Art museum,4.7,8465.0,"Art museum, Museum, Tourist attraction","Isabella Stewart Gardner Museum, 25 Evans Way, Boston, MA 02115",Boston,USA,MA,,Cultural,39785.5,4.68,"Boston, Dover, Worcester"
